gvkey,cik,quarter
128978,0000075677,2022Q4
014418,0000789570,2022Q4
017928,0001478242,2022Q4
121382,0001034054,2022Q4
004060,0001666700,2022Q4
013421,0000813672,2022Q4
104432,0001513761,2022Q4
186310,0001501585,2022Q4
017120,0000719739,2022Q4
064630,0000946581,2022Q4
178507,0001408198,2022Q4
006338,0001711269,2022Q4
176928,0001383312,2022Q4
184700,0001175454,2022Q4
029901,0000900075,2022Q4
020748,0001596532,2022Q4
009225,0000084839,2022Q4
183377,0001262039,2022Q4
025124,0001707925,2022Q4
020232,0001601046,2022Q4
011811,0000779152,2022Q4
170750,0001539838,2022Q4
028790,0001679273,2022Q4
162254,0001306830,2022Q4
014275,0001132979,2022Q4
010407,0000096943,2022Q4
004383,0000731802,2022Q4
060979,0000943452,2022Q4
034636,0001754301,2022Q4
034443,0001751788,2022Q4
035168,0001755672,2022Q4
100243,0001748790,2022Q4
158742,0001278021,2022Q4
017874,0001283699,2022Q4
015267,0000832101,2022Q4
165123,0001336920,2022Q4
028320,0001402057,2022Q4
012459,0000906163,2022Q4
161844,0001300514,2022Q4
171007,0001373715,2022Q4
014822,0000011544,2022Q4
024617,0000878927,2022Q4
025313,0001757898,2022Q4
165746,0001335258,2022Q4
024405,0000877212,2022Q4
020116,0001590955,2022Q4
030098,0001699150,2022Q4
036190,0001781335,2022Q4
036191,0001783180,2022Q4
160211,0001286681,2022Q4
162887,0001093557,2022Q4
011376,0000105770,2022Q4
010789,0000860731,2022Q4
002220,0000012208,2022Q4
126721,0001094285,2022Q4
023238,0001370637,2022Q4
020228,0001596783,2022Q4
010453,0000097210,2022Q4
061420,0000945841,2022Q4
007637,0001792044,2022Q4
184996,0001318605,2022Q4
187450,0001463101,2022Q4
022815,0000864749,2022Q4
160888,0001280452,2022Q4
184725,0001413447,2022Q4
021808,0001590895,2022Q4
183736,0001474735,2022Q4
018699,0000857005,2022Q4
137131,0001100682,2022Q4
038821,0001821825,2022Q4
034410,0001682852,2022Q4
015414,0000842023,2022Q4
023546,0001725057,2022Q4
015417,0000079282,2022Q4
026061,0000891103,2022Q4
187697,0001352010,2022Q4
160776,0001288784,2022Q4
063172,0001013237,2022Q4
023119,0001419612,2022Q4
040614,0001868275,2022Q4
007921,0000072331,2022Q4
152149,0001179929,2022Q4
028629,0000906345,2022Q4
164296,0001437107,2022Q4
032580,0001705696,2022Q4
134932,0001097864,2022Q4
028877,0001418135,2022Q4
030004,0001687229,2022Q4
112111,0001057352,2022Q4
004430,0000033213,2022Q4
008264,0001004980,2022Q4
185532,0001389170,2022Q4
061302,0000947484,2022Q4
175404,0001274494,2022Q4
064030,0001022671,2022Q4
009846,0000827052,2023Q1
003413,0001047862,2023Q1
004503,0000034088,2023Q1
001300,0000773840,2023Q1
002991,0000093410,2023Q1
006104,0000051434,2023Q1
003897,0000936340,2023Q1
007017,0000101778,2023Q1
009850,0000092122,2023Q1
008539,0001109357,2023Q1
008810,0000788784,2023Q1
007977,0000072903,2023Q1
001440,0000004904,2023Q1
005046,0000040533,2023Q1
003144,0000021344,2023Q1
004199,0001551182,2023Q1
005047,0000040545,2023Q1
006066,0000051143,2023Q1
008479,0000077476,2023Q1
008543,0000764180,2023Q1
008549,0001163165,2023Q1
005597,0000047111,2023Q1
006502,0000056873,2023Q1
007241,0000064803,2023Q1
007163,0000064040,2023Q1
006435,0000055785,2023Q1
010983,0000101829,2023Q1
008762,0000080424,2023Q1
002817,0000018230,2023Q1
003170,0000021665,2023Q1
003835,0000315189,2023Q1
002403,0000014272,2023Q1
002285,0000012927,2023Q1
004839,0000037996,2023Q1
001078,0000001800,2023Q1
002663,0000016732,2023Q1
029830,0001732845,2023Q1
008530,0000078003,2023Q1
003532,0000024741,2023Q1
008247,0000079879,2023Q1
007435,0000066740,2023Q1
007257,0000310158,2023Q1
007585,0000068505,2023Q1
028192,0000004281,2023Q1
007366,0000065984,2023Q1
005439,0000045012,2023Q1
008099,0001031296,2023Q1
010499,0000097476,2023Q1
011465,0000106640,2023Q1
006375,0000055067,2023Q1
011456,0000106535,2023Q1
009667,0000089800,2023Q1
003650,0000026172,2023Q1
004321,0000032604,2023Q1
009465,0000087347,2023Q1
003121,0000021076,2023Q1
005071,0000040704,2023Q1
007881,0001164727,2023Q1
010867,0000100885,2023Q1
007154,0000063908,2023Q1
006730,0000059478,2023Q1
002111,0000010795,2023Q1
002086,0000010456,2023Q1
006266,0000200406,2023Q1
005125,0000040987,2023Q1
005606,0000047217,2023Q1
011506,0000107263,2023Q1
006078,0000051253,2023Q1
007647,0000070858,2023Q1
004517,0000753308,2023Q1
003980,0001744489,2023Q1
001447,0000004962,2023Q1
003505,0000024545,2023Q1
004093,0001326160,2023Q1
062689,0000086312,2023Q1
006742,0000059558,2023Q1
002968,0000019617,2023Q1
008007,0000072971,2023Q1
006008,0000050863,2023Q1
003813,0000027419,2023Q1
010519,0000217346,2023Q1
011060,0000103379,2023Q1
011264,0001618921,2023Q1
139665,0001059556,2023Q1
001487,0000005272,2023Q1
008253,0000075362,2023Q1
004598,0001048911,2023Q1
002574,0000277948,2023Q1
001891,0000008670,2023Q1
005256,0000277135,2023Q1
007085,0000062996,2023Q1
001722,0000007084,2023Q1
002547,0001739940,2023Q1
007923,0000702165,2023Q1
011259,0000104169,2023Q1
009778,0000091440,2023Q1
010016,0000093556,2023Q1
002435,0000014693,2023Q1
001690,0000320193,2023Q1
008068,0000797468,2023Q1
004029,0000715957,2023Q1
003362,0000023217,2023Q1
006733,0000701985,2023Q1
002136,0000732712,2023Q1
009899,0000732717,2023Q1
006829,0000060667,2023Q1
008823,0000822416,2023Q1
001380,0000004447,2023Q1
006774,0000936468,2023Q1
005518,0000046080,2023Q1
001988,0000009389,2023Q1
001209,0000002969,2023Q1
008030,0000073309,2023Q1
004145,0000031791,2023Q1
007985,0001133421,2023Q1
005742,0001130310,2023Q1
011672,0000109198,2023Q1
004058,0000029905,2023Q1
008358,0000076334,2023Q1
005878,0000049826,2023Q1
007228,0001613103,2023Q1
010247,0000096021,2023Q1
032106,0001701605,2023Q1
007065,0000062709,2023Q1
001913,0000008818,2023Q1
005680,0000354950,2023Q1
008245,0000713676,2023Q1
003243,0000831001,2023Q1
007906,0000320187,2023Q1
004213,0000031462,2023Q1
007875,0000814453,2023Q1
010614,0000320335,2023Q1
012142,0001341439,2023Q1
001878,0000769397,2023Q1
010860,0001002910,2023Q1
001602,0000318154,2023Q1
006136,0000051644,2023Q1
029028,0000909832,2023Q1
020779,0000858877,2023Q1
029392,0000915389,2023Q1
009783,0000091576,2023Q1
012141,0000789019,2023Q1
010903,0000731766,2023Q1
009882,0000092380,2023Q1
007343,0000723125,2023Q1
013714,0000813828,2023Q1
025279,0000885725,2023Q1
001704,0000006951,2023Q1
002019,0001390777,2023Q1
006781,0000060086,2023Q1
031846,0000940944,2023Q1
028349,0000899051,2023Q1
014590,0000831259,2023Q1
012124,0000895421,2023Q1
004723,0000036104,2023Q1
008455,0000922224,2023Q1
027914,0000049071,2023Q1
003231,0000028412,2023Q1
061739,0000874766,2023Q1
004640,0000035527,2023Q1
003221,0000315293,2023Q1
009203,0001024478,2023Q1
023809,0000866787,2023Q1
010530,0000097745,2023Q1
012540,0000796343,2023Q1
002751,0000721371,2023Q1
013988,0000316709,2023Q1
004423,0000033185,2023Q1
001678,0001841666,2023Q1
013341,0000080661,2023Q1
005786,0000049196,2023Q1
010035,0000093751,2023Q1
006304,0000319201,2023Q1
065417,0001041061,2023Q1
011856,0000092230,2023Q1
014824,0000020286,2023Q1
004066,0000029989,2023Q1
007982,0000073124,2023Q1
009555,0001012100,2023Q1
004885,0000038777,2023Q1
028930,0001048286,2023Q1
008272,0001032208,2023Q1
030990,0000927628,2023Q1
014477,0000823768,2023Q1
004674,0001281761,2023Q1
008402,0000723531,2023Q1
024216,0000874761,2023Q1
003735,0000313616,2023Q1
013498,0000815097,2023Q1
007171,0000927653,2023Q1
003439,0000811156,2023Q1
001449,0000004977,2023Q1
061591,0001002047,2023Q1
002184,0000764478,2023Q1
011228,0001396009,2023Q1
024800,0000804328,2023Q1
001075,0000764622,2023Q1
001632,0000006281,2023Q1
012138,0001113169,2023Q1
126554,0001090872,2023Q1
025434,0000829224,2023Q1
014934,0001090012,2023Q1
016478,0000821189,2023Q1
007974,0001111711,2023Q1
002312,0000315213,2023Q1
027928,0000896878,2023Q1
133768,0001099219,2023Q1
010115,0000310764,2023Q1
003062,0000723254,2023Q1
012635,0000798354,2023Q1
011687,0000109380,2023Q1
144559,0001136869,2023Q1
031673,0001140859,2023Q1
117768,0001045810,2023Q1
028733,0000906107,2023Q1
061574,0001000697,2023Q1
029389,0001063761,2023Q1
114524,0001065088,2023Q1
016721,0000712515,2023Q1
010920,0001090727,2023Q1
143356,0001137774,2023Q1
145701,0001126328,2023Q1
114628,0000886982,2023Q1
145046,0001156039,2023Q1
003226,0001166691,2023Q1
064166,0001022079,2023Q1
007146,0000063754,2023Q1
015855,0000849399,2023Q1
024468,0000875045,2023Q1
004699,0000036270,2023Q1
015247,0001035002,2023Q1
024856,0000882095,2023Q1
140541,0001116132,2023Q1
014960,0000920148,2023Q1
025340,0000882184,2023Q1
002710,0000016918,2023Q1
010793,0000100493,2023Q1
010096,0001393311,2023Q1
164708,0000820027,2023Q1
006669,0000920760,2023Q1
064768,0001018724,2023Q1
061567,0001001250,2023Q1
066368,0001014473,2023Q1
064925,0001037540,2023Q1
024731,0000879101,2023Q1
160329,0001652044,2023Q1
121718,0001043604,2023Q1
149070,0001156375,2023Q1
260774,0001138118,2023Q1
165993,0001136893,2023Q1
111864,0001058290,2023Q1
029875,0000915912,2023Q1
064891,0001037038,2023Q1
065609,0001043277,2023Q1
007063,0001070750,2023Q1
142953,0001103982,2023Q1
157057,0001267238,2023Q1
177376,0001393612,2023Q1
125595,0001086222,2023Q1
027965,0000827054,2023Q1
163610,0001571949,2023Q1
126296,0001324424,2023Q1
004494,0000746515,2023Q1
006216,0000052988,2023Q1
105365,0001053507,2023Q1
179621,0001413329,2023Q1
013125,0000765880,2023Q1
136725,0001035267,2023Q1
020548,0000858470,2023Q1
160225,0001141391,2023Q1
061483,0000927066,2023Q1
029804,0000914208,2023Q1
163946,0001324404,2023Q1
157855,0001108524,2023Q1
014225,0000815556,2023Q1
005492,0000202058,2023Q1
014359,0001038357,2023Q1
014282,0000820313,2023Q1
149337,0001120193,2023Q1
011550,0000783325,2023Q1
013353,0000107815,2023Q1
009777,0000091419,2023Q1
013700,0000818479,2023Q1
149318,0001174922,2023Q1
112168,0001060391,2023Q1
062374,0001020569,2023Q1
005543,0000766704,2023Q1
110179,0000740260,2023Q1
005709,0000048465,2023Q1
007970,0000072741,2023Q1
028180,0000898173,2023Q1
066446,0001050915,2023Q1
011399,0000106040,2023Q1
004510,0000037785,2023Q1
119314,0001075531,2023Q1
179534,0001403161,2023Q1
009248,0000745732,2023Q1
024925,0000882835,2023Q1
135990,0001013871,2023Q1
002176,0001067983,2023Q1
008151,0001039684,2023Q1
064410,0001170010,2023Q1
028034,0000896159,2023Q1
006268,0000833444,2023Q1
005959,0001466258,2023Q1
147579,0001065280,2023Q1
121077,0001048695,2023Q1
133366,0001099800,2023Q1
124434,0002012383,2023Q1
165914,0001058090,2023Q1
029984,0001045609,2023Q1
186989,0001510295,2023Q1
143357,0001467373,2023Q1
162129,0001285785,2023Q1
177267,0001385157,2023Q1
189491,0001524472,2023Q1
028742,0000908255,2023Q1
031587,0000935703,2023Q1
113490,0001051470,2023Q1
170841,0001534701,2023Q1
006310,0001506307,2023Q1
006565,0000707549,2023Q1
024316,0000865752,2023Q1
150937,0001137789,2023Q1
294524,0001489393,2023Q1
008463,0000077360,2023Q1
004016,0000029534,2023Q1
141459,0001121788,2023Q1
118122,0001521332,2023Q1
016101,0001551152,2023Q1
023812,0000872589,2023Q1
005073,0001467858,2023Q1
013721,0001555280,2023Q1
018043,0001564708,2023Q1
003851,0000027904,2023Q1
024344,0000875320,2023Q1
001598,0001037868,2023Q1
316056,0001579241,2023Q1
170617,0001326801,2023Q1
025119,0000851968,2023Q1
029736,0000916365,2023Q1
030293,0000920522,2023Q1
180711,0001730168,2023Q1
029733,0000916076,2023Q1
011032,0000352915,2023Q1
066065,0001067701,2023Q1
028191,0000884887,2023Q1
022260,0000860730,2023Q1
001327,0000004127,2023Q1
061494,0001000228,2023Q1
001045,0000006201,2023Q1
138743,0001101239,2023Q1
030822,0000726728,2023Q1
064853,0001604778,2023Q1
005783,0000728535,2023Q1
005568,0001637459,2023Q1
145977,0001158449,2023Q1
024616,0001633917,2023Q1
180405,0000718877,2023Q1
010795,0000100517,2023Q1
180652,0001442145,2023Q1
026156,0001645590,2023Q1
020686,0001601712,2023Q1
138205,0001110803,2023Q1
003026,0000313927,2023Q1
144009,0001140536,2023Q1
160479,0001289490,2023Q1
004605,0000034903,2023Q1
021825,0000759944,2023Q1
179437,0001410636,2023Q1
010894,0000074208,2023Q1
020904,0000859737,2023Q1
145552,0001071739,2023Q1
178704,0001403568,2023Q1
141913,0001123360,2023Q1
001230,0000766421,2023Q1
160991,0001297996,2023Q1
155394,0001065696,2023Q1
004973,0000354190,2023Q1
148349,0001260221,2023Q1
029751,0000915913,2023Q1
011554,0000352541,2023Q1
026590,0001659166,2023Q1
065772,0001037646,2023Q1
126136,0001091667,2023Q1
003504,0000711404,2023Q1
029649,0000912595,2023Q1
024197,0000874716,2023Q1
029127,0000879169,2023Q1
184500,0001374310,2023Q1
029099,0000910606,2023Q1
060900,0001001082,2023Q1
024975,0000883241,2023Q1
008898,0000720005,2023Q1
064821,0001035443,2023Q1
001161,0000002488,2023Q1
003336,0001688568,2023Q1
012441,0000749251,2023Q1
061388,0001095073,2023Q1
005643,0001585689,2023Q1
063080,0001013462,2023Q1
141384,0001097149,2023Q1
031887,0000943819,2023Q1
009771,0000091142,2023Q1
128978,0000075677,2023Q1
014418,0000789570,2023Q1
017928,0001478242,2023Q1
121382,0001034054,2023Q1
004060,0001666700,2023Q1
013421,0000813672,2023Q1
104432,0001513761,2023Q1
186310,0001501585,2023Q1
064630,0000946581,2023Q1
178507,0001408198,2023Q1
006338,0001711269,2023Q1
176928,0001383312,2023Q1
184700,0001175454,2023Q1
029901,0000900075,2023Q1
020748,0001596532,2023Q1
009225,0000084839,2023Q1
183377,0001262039,2023Q1
025124,0001707925,2023Q1
020232,0001601046,2023Q1
011811,0000779152,2023Q1
170750,0001539838,2023Q1
028790,0001679273,2023Q1
162254,0001306830,2023Q1
014275,0001132979,2023Q1
010407,0000096943,2023Q1
004383,0000731802,2023Q1
060979,0000943452,2023Q1
034636,0001754301,2023Q1
034443,0001751788,2023Q1
035168,0001755672,2023Q1
100243,0001748790,2023Q1
158742,0001278021,2023Q1
017874,0001283699,2023Q1
015267,0000832101,2023Q1
165123,0001336920,2023Q1
028320,0001402057,2023Q1
012459,0000906163,2023Q1
161844,0001300514,2023Q1
171007,0001373715,2023Q1
014822,0000011544,2023Q1
024617,0000878927,2023Q1
025313,0001757898,2023Q1
165746,0001335258,2023Q1
024405,0000877212,2023Q1
020116,0001590955,2023Q1
030098,0001699150,2023Q1
036190,0001781335,2023Q1
036191,0001783180,2023Q1
160211,0001286681,2023Q1
162887,0001093557,2023Q1
011376,0000105770,2023Q1
010789,0000860731,2023Q1
002220,0000012208,2023Q1
126721,0001094285,2023Q1
023238,0001370637,2023Q1
020228,0001596783,2023Q1
010453,0000097210,2023Q1
061420,0000945841,2023Q1
007637,0001792044,2023Q1
184996,0001318605,2023Q1
187450,0001463101,2023Q1
022815,0000864749,2023Q1
160888,0001280452,2023Q1
184725,0001413447,2023Q1
021808,0001590895,2023Q1
183736,0001474735,2023Q1
018699,0000857005,2023Q1
137131,0001100682,2023Q1
038821,0001821825,2023Q1
034410,0001682852,2023Q1
015414,0000842023,2023Q1
023546,0001725057,2023Q1
015417,0000079282,2023Q1
026061,0000891103,2023Q1
187697,0001352010,2023Q1
063172,0001013237,2023Q1
023119,0001419612,2023Q1
040614,0001868275,2023Q1
007921,0000072331,2023Q1
152149,0001179929,2023Q1
028629,0000906345,2023Q1
164296,0001437107,2023Q1
032580,0001705696,2023Q1
134932,0001097864,2023Q1
028877,0001418135,2023Q1
030004,0001687229,2023Q1
112111,0001057352,2023Q1
004430,0000033213,2023Q1
008264,0001004980,2023Q1
185532,0001389170,2023Q1
061302,0000947484,2023Q1
175404,0001274494,2023Q1
064030,0001022671,2023Q1
041818,0001932393,2023Q1
177227,0001145197,2023Q1
144435,0001996862,2023Q1
013824,0000814547,2023Q1
009846,0000827052,2023Q2
003413,0001047862,2023Q2
004503,0000034088,2023Q2
001300,0000773840,2023Q2
002991,0000093410,2023Q2
006104,0000051434,2023Q2
003897,0000936340,2023Q2
007017,0000101778,2023Q2
009850,0000092122,2023Q2
008539,0001109357,2023Q2
008810,0000788784,2023Q2
007977,0000072903,2023Q2
001440,0000004904,2023Q2
005046,0000040533,2023Q2
003144,0000021344,2023Q2
004199,0001551182,2023Q2
005047,0000040545,2023Q2
006066,0000051143,2023Q2
008479,0000077476,2023Q2
008543,0000764180,2023Q2
008549,0001163165,2023Q2
005597,0000047111,2023Q2
006502,0000056873,2023Q2
007241,0000064803,2023Q2
007163,0000064040,2023Q2
006435,0000055785,2023Q2
010983,0000101829,2023Q2
008762,0000080424,2023Q2
002817,0000018230,2023Q2
003170,0000021665,2023Q2
003835,0000315189,2023Q2
002403,0000014272,2023Q2
002285,0000012927,2023Q2
004839,0000037996,2023Q2
001078,0000001800,2023Q2
002663,0000016732,2023Q2
029830,0001732845,2023Q2
008530,0000078003,2023Q2
003532,0000024741,2023Q2
008247,0000079879,2023Q2
007435,0000066740,2023Q2
007257,0000310158,2023Q2
007585,0000068505,2023Q2
028192,0000004281,2023Q2
007366,0000065984,2023Q2
005439,0000045012,2023Q2
008099,0001031296,2023Q2
010499,0000097476,2023Q2
011465,0000106640,2023Q2
006375,0000055067,2023Q2
011456,0000106535,2023Q2
009667,0000089800,2023Q2
003650,0000026172,2023Q2
004321,0000032604,2023Q2
009465,0000087347,2023Q2
003121,0000021076,2023Q2
005071,0000040704,2023Q2
007881,0001164727,2023Q2
010867,0000100885,2023Q2
007154,0000063908,2023Q2
006730,0000059478,2023Q2
002111,0000010795,2023Q2
002086,0000010456,2023Q2
006266,0000200406,2023Q2
005125,0000040987,2023Q2
005606,0000047217,2023Q2
011506,0000107263,2023Q2
006078,0000051253,2023Q2
007647,0000070858,2023Q2
004517,0000753308,2023Q2
003980,0001744489,2023Q2
001447,0000004962,2023Q2
003505,0000024545,2023Q2
004093,0001326160,2023Q2
062689,0000086312,2023Q2
006742,0000059558,2023Q2
002968,0000019617,2023Q2
008007,0000072971,2023Q2
006008,0000050863,2023Q2
003813,0000027419,2023Q2
010519,0000217346,2023Q2
011060,0000103379,2023Q2
011264,0001618921,2023Q2
139665,0001059556,2023Q2
001487,0000005272,2023Q2
008253,0000075362,2023Q2
004598,0001048911,2023Q2
002574,0000277948,2023Q2
001891,0000008670,2023Q2
005256,0000277135,2023Q2
007085,0000062996,2023Q2
001722,0000007084,2023Q2
002547,0001739940,2023Q2
007923,0000702165,2023Q2
011259,0000104169,2023Q2
009778,0000091440,2023Q2
010016,0000093556,2023Q2
002435,0000014693,2023Q2
001690,0000320193,2023Q2
008068,0000797468,2023Q2
004029,0000715957,2023Q2
003362,0000023217,2023Q2
006733,0000701985,2023Q2
002136,0000732712,2023Q2
009899,0000732717,2023Q2
006829,0000060667,2023Q2
008823,0000822416,2023Q2
001380,0000004447,2023Q2
006774,0000936468,2023Q2
005518,0000046080,2023Q2
001988,0000009389,2023Q2
001209,0000002969,2023Q2
008030,0000073309,2023Q2
004145,0000031791,2023Q2
007985,0001133421,2023Q2
005742,0001130310,2023Q2
011672,0000109198,2023Q2
004058,0000029905,2023Q2
008358,0000076334,2023Q2
005878,0000049826,2023Q2
007228,0001613103,2023Q2
010247,0000096021,2023Q2
032106,0001701605,2023Q2
007065,0000062709,2023Q2
001913,0000008818,2023Q2
005680,0000354950,2023Q2
008245,0000713676,2023Q2
003243,0000831001,2023Q2
007906,0000320187,2023Q2
004213,0000031462,2023Q2
007875,0000814453,2023Q2
010614,0000320335,2023Q2
012142,0001341439,2023Q2
001878,0000769397,2023Q2
010860,0001002910,2023Q2
001602,0000318154,2023Q2
006136,0000051644,2023Q2
029028,0000909832,2023Q2
020779,0000858877,2023Q2
029392,0000915389,2023Q2
009783,0000091576,2023Q2
012141,0000789019,2023Q2
010903,0000731766,2023Q2
009882,0000092380,2023Q2
007343,0000723125,2023Q2
013714,0000813828,2023Q2
025279,0000885725,2023Q2
001704,0000006951,2023Q2
002019,0001390777,2023Q2
006781,0000060086,2023Q2
031846,0000940944,2023Q2
028349,0000899051,2023Q2
014590,0000831259,2023Q2
012124,0000895421,2023Q2
004723,0000036104,2023Q2
008455,0000922224,2023Q2
027914,0000049071,2023Q2
003231,0000028412,2023Q2
061739,0000874766,2023Q2
004640,0000035527,2023Q2
003221,0000315293,2023Q2
009203,0001024478,2023Q2
023809,0000866787,2023Q2
010530,0000097745,2023Q2
012540,0000796343,2023Q2
002751,0000721371,2023Q2
013988,0000316709,2023Q2
004423,0000033185,2023Q2
001678,0001841666,2023Q2
013341,0000080661,2023Q2
005786,0000049196,2023Q2
010035,0000093751,2023Q2
006304,0000319201,2023Q2
065417,0001041061,2023Q2
011856,0000092230,2023Q2
014824,0000020286,2023Q2
004066,0000029989,2023Q2
007982,0000073124,2023Q2
009555,0001012100,2023Q2
004885,0000038777,2023Q2
028930,0001048286,2023Q2
008272,0001032208,2023Q2
030990,0000927628,2023Q2
014477,0000823768,2023Q2
004674,0001281761,2023Q2
008402,0000723531,2023Q2
024216,0000874761,2023Q2
003735,0000313616,2023Q2
013498,0000815097,2023Q2
007171,0000927653,2023Q2
003439,0000811156,2023Q2
001449,0000004977,2023Q2
061591,0001002047,2023Q2
002184,0000764478,2023Q2
011228,0001396009,2023Q2
024800,0000804328,2023Q2
001075,0000764622,2023Q2
001632,0000006281,2023Q2
012138,0001113169,2023Q2
126554,0001090872,2023Q2
025434,0000829224,2023Q2
014934,0001090012,2023Q2
016478,0000821189,2023Q2
007974,0001111711,2023Q2
002312,0000315213,2023Q2
