file,avg_tfidf_finneg,avg_tfidf_h4n,doc_length,filing_date,cik,conml,gvkey,permno,excess_return_3d
20200729_10-Q_edgar_data_804328_0001728949-20-000057_1.txt,6.527926058757523e-07,3.633889278941202e-07,1073481,2020-07-29,804328,QUALCOMM Inc.,024800,77178.0,0.18560741909692569
20200729_10-Q_edgar_data_859737_0000859737-20-000028_1.txt,1.267524798014472e-07,1.2876337502088085e-07,2077765,2020-07-29,859737,Hologic Inc,020904,76095.0,0.13276240774117642
20200729_10-Q_edgar_data_860731_0000860731-20-000026_1.txt,6.267990182069803e-08,6.515005121262763e-08,1409575,2020-07-29,860731,Tyler Technologies Inc,010789,76185.0,0.026169278366989568
20200729_10-Q_edgar_data_87347_0001564590-20-034137_1.txt,6.173100563624435e-08,7.53900625319472e-08,2078757,2020-07-29,87347,Schlumberger Ltd,009465,14277.0,-0.023446096563651597
20200729_10-Q_edgar_data_943452_0001628280-20-010768_1.txt,8.551912929410129e-08,8.74823821331875e-08,1770288,2020-07-29,943452,Westinghouse Air Brake Technologies Corp,060979,81677.0,-0.06716285511200693
20200730_10-K_edgar_data_789019_0001564590-20-034944_1.txt,8.762679407994465e-08,6.287835351920659e-08,4465072,2020-07-30,789019,Microsoft Corp,012141,10107.0,0.02187688671840715
20200730_10-Q_edgar_data_10456_0001628280-20-010911_1.txt,2.849341705871412e-07,1.2015938912410514e-07,2180473,2020-07-30,10456,Baxter International Inc,002086,27887.0,-0.13483290060059783
20200730_10-Q_edgar_data_1053507_0001053507-20-000129_1.txt,3.706489942425243e-08,4.703401023494496e-08,2409856,2020-07-30,1053507,American Tower Corp,105365,86111.0,-0.0806178832987765
20200730_10-Q_edgar_data_1058290_0001058290-20-000048_1.txt,1.601144542109889e-07,1.3096356162864006e-07,1954251,2020-07-30,1058290,Cognizant Technology Solutions Corp,111864,86158.0,0.019107909921746158
20200730_10-Q_edgar_data_1133421_0001133421-20-000042_1.txt,1.612589259387992e-07,8.4161897944613e-08,1264263,2020-07-30,1133421,Northrop Grumman Corp,007985,24766.0,0.024195946724496986
20200730_10-Q_edgar_data_1140536_0001564590-20-034751_1.txt,2.482043432452601e-07,1.7570992372852937e-07,3470121,2020-07-30,1140536,Willis Towers Watson plc,144009,89017.0,-0.057856021479909314
20200730_10-Q_edgar_data_1141391_0001141391-20-000165_1.txt,1.919367160162872e-07,1.0988273339778925e-07,1494858,2020-07-30,1141391,Mastercard Inc,160225,91233.0,0.038818806494467006
20200730_10-Q_edgar_data_1164727_0001164727-20-000178_1.txt,1.191081358750076e-07,1.1845210841215701e-07,4318761,2020-07-30,1164727,Newmont Corporation,007881,21207.0,0.014890174451430926
20200730_10-Q_edgar_data_1166691_0001166691-20-000024_1.txt,6.833419549393019e-08,4.5794833064904294e-08,1371093,2020-07-30,1166691,Comcast Corp,003226,89525.0,-0.05831316946720355
20200730_10-Q_edgar_data_1373715_0001373715-20-000191_1.txt,2.287036940068679e-07,1.991095045332169e-07,1631910,2020-07-30,1373715,ServiceNow Inc,171007,13447.0,-0.04400794698186383
20200730_10-Q_edgar_data_1385157_0001558370-20-008757_1.txt,1.0100653677914006e-07,6.724441777487182e-08,1718265,2020-07-30,1385157,TE Connectivity plc,177267,92157.0,0.004504725878328841
20200730_10-Q_edgar_data_1519751_0001564590-20-034912_1.txt,5.6826656994328674e-08,4.3923984990124465e-08,2061122,2020-07-30,1519751,Fortune Brands Innovations Inc,188255,12981.0,0.0111450317814894
20200730_10-Q_edgar_data_1521332_0001521332-20-000050_1.txt,9.465567098573183e-08,7.553064564135622e-08,2975039,2020-07-30,1521332,Aptiv PLC,118122,13103.0,-0.01960730884508255
20200730_10-Q_edgar_data_1524472_0001524472-20-000045_1.txt,1.039902289352198e-07,8.135470243970557e-08,1990438,2020-07-30,1524472,Xylem Inc,189491,13035.0,-0.03641227559224003
20200730_10-Q_edgar_data_1571949_0001571949-20-000009_1.txt,6.545251485512453e-08,7.300608857373614e-08,2819627,2020-07-30,1571949,Intercontinental Exchange Inc,163610,90993.0,-0.0019152208124508796
20200730_10-Q_edgar_data_1604778_0001604778-20-000057_1.txt,1.2057989548412348e-07,8.374327694150353e-08,779158,2020-07-30,1604778,Qorvo Inc,064853,85035.0,0.13745178883493092
20200730_10-Q_edgar_data_1633917_0001633917-20-000134_1.txt,1.9616161278312648e-07,1.3182061579158914e-07,2237753,2020-07-30,1633917,PayPal Holdings Inc,024616,15488.0,0.07754789185509914
20200730_10-Q_edgar_data_1770450_0001770450-20-000034_1.txt,2.375350767135056e-07,1.54099975245664e-07,3729316,2020-07-30,1770450,Xerox Holdings Corp,011636,27983.0,-0.005245103577322663
20200730_10-Q_edgar_data_24545_0000024545-20-000018_1.txt,1.4340334217618558e-07,1.1321423245276918e-07,2835225,2020-07-30,24545,Molson Coors Beverage Company,003505,59248.0,-0.027084039076112454
20200730_10-Q_edgar_data_24741_0000024741-20-000055_1.txt,3.02393092129162e-08,4.215629769462956e-08,4482339,2020-07-30,24741,Corning Inc,003532,22293.0,-0.01309823552078071
20200730_10-Q_edgar_data_30625_0000030625-20-000100_1.txt,1.3933139178809444e-07,1.0282436383364985e-07,2225824,2020-07-30,30625,Flowserve Corp.,004108,30940.0,-0.07024388388231817
20200730_10-Q_edgar_data_40987_0000040987-20-000036_1.txt,1.5361947450384513e-07,1.021674261059491e-07,1268372,2020-07-30,40987,Genuine Parts Co,005125,46674.0,-0.013128427581394098
20200730_10-Q_edgar_data_46080_0000046080-20-000085_1.txt,9.13764277365397e-08,6.881321881522844e-08,1922530,2020-07-30,46080,Hasbro Inc.,005518,52978.0,0.03310875580454664
20200730_10-Q_edgar_data_62996_0000062996-20-000034_1.txt,6.601918616103464e-08,7.403380642023354e-08,1228902,2020-07-30,62996,Masco Corporation,007085,34032.0,-0.00832771926705167
20200730_10-Q_edgar_data_7084_0000007084-20-000025_1.txt,1.0190238168293413e-07,1.2563389147581144e-07,2080924,2020-07-30,7084,Archer-Daniels-Midland Co,001722,10516.0,-0.011853503955989497
20200730_10-Q_edgar_data_764180_0000764180-20-000074_1.txt,6.889266474111204e-07,3.457346738920191e-07,2035587,2020-07-30,764180,Altria Group Inc,008543,13901.0,-0.020919196045787736
20200730_10-Q_edgar_data_804753_0000804753-20-000045_1.txt,1.9032757377269598e-07,1.1063870491527046e-07,1390365,2020-07-30,804753,Cerner Corp,012850,10909.0,-0.0774899195595371
20200730_10-Q_edgar_data_823768_0001558370-20-008751_1.txt,2.5035157138108017e-07,2.2410220932001958e-07,1184254,2020-07-30,823768,Waste Management Inc.,014477,11955.0,-0.025925975343661478
20200730_10-Q_edgar_data_860730_0001193125-20-204191_1.txt,3.126665473981744e-07,3.469106044539321e-07,1248462,2020-07-30,860730,HCA Healthcare Inc,022260,12622.0,-0.0167843210123666
20200730_10-Q_edgar_data_882184_0000882184-20-000112_1.txt,5.651721216812996e-08,7.424034010623422e-08,2072013,2020-07-30,882184,D.R. Horton Inc,025340,77661.0,0.0007333330724714759
20200730_10-Q_edgar_data_899866_0000899866-20-000074_1.txt,3.1502924556952536e-07,2.2131439996401962e-07,2352304,2020-07-30,899866,Alexion Pharmaceuticals Inc,062263,83111.0,-0.03932520255494554
20200730_10-Q_edgar_data_912595_0001564590-20-034861_1.txt,4.945521038578972e-08,7.631607377668598e-08,2950211,2020-07-30,912595,Mid-America Apartment Communities Inc,029649,80183.0,-0.0010998157099606498
20200730_10-Q_edgar_data_92122_0000092122-20-000057_1.txt,1.6454124729577174e-07,1.4066413923224756e-07,4613600,2020-07-30,92122,Southern Co (The),009850,18411.0,-0.057567605767009256
20200730_10-Q_edgar_data_927066_0000927066-20-000164_1.txt,9.870568914711969e-08,8.714633106481193e-08,2614628,2020-07-30,927066,DaVita Inc,061483,82307.0,-0.11342527262242108
20200730_10-Q_edgar_data_96943_0000096943-20-000097_1.txt,1.2491506497200853e-07,7.009393080402972e-08,1242420,2020-07-30,96943,Teleflex Inc,010407,44329.0,-0.08832390819173475
20200731_10-Q_edgar_data_1018724_0001018724-20-000021_1.txt,1.6548385986631819e-07,1.1117689319837457e-07,1243373,2020-07-31,1018724,Amazon.com Inc,064768,84788.0,0.026449939039347115
20200731_10-Q_edgar_data_1035002_0001035002-20-000041_1.txt,5.4458147517957253e-08,8.943374105194557e-08,2391965,2020-07-31,1035002,Valero Energy Corp,015247,85269.0,-0.09976262419449133
20200731_10-Q_edgar_data_1037646_0001037646-20-000024_1.txt,8.923756818298491e-08,8.462051762781655e-08,1284632,2020-07-31,1037646,Mettler-Toledo International Inc,065772,85621.0,0.017848043215067166
20200731_10-Q_edgar_data_1043277_0001043277-20-000036_1.txt,7.508319988338382e-08,6.482901592552371e-08,1224144,2020-07-31,1043277,C.H. Robinson Worldwide Inc.,065609,85459.0,-0.013175753671092139
20200731_10-Q_edgar_data_1051470_0001051470-20-000132_1.txt,7.572188788742143e-08,4.34594354226761e-08,1389451,2020-07-31,1051470,Crown Castle Inc,113490,86339.0,-0.06752539996720719
20200731_10-Q_edgar_data_1059556_0001059556-20-000019_1.txt,5.196802594445502e-08,5.972209062034438e-08,4653337,2020-07-31,1059556,Moody's Corp.,139665,48506.0,-0.045957479397203405
20200731_10-Q_edgar_data_106535_0001564590-20-035178_1.txt,3.009913612490744e-08,5.729464067104908e-08,1656220,2020-07-31,106535,Weyerhaeuser Co,011456,39917.0,-0.04400865369334217
20200731_10-Q_edgar_data_1070750_0001564590-20-035145_1.txt,6.190750123135886e-08,8.310664421920864e-08,2475448,2020-07-31,1070750,Host Hotels & Resorts Inc,007063,46703.0,-0.03765627244765801
20200731_10-Q_edgar_data_1091667_0001091667-20-000158_1.txt,5.0700749517350434e-08,5.59729348439453e-08,2444624,2020-07-31,1091667,Charter Communications Inc,126136,12308.0,0.038408516072038656
20200731_10-Q_edgar_data_1097149_0001097149-20-000049_1.txt,3.542677169287976e-07,2.212318075263793e-07,1535354,2020-07-31,1097149,Align Technology Inc,141384,88860.0,-0.011129865403855188
20200731_10-Q_edgar_data_1101239_0001628280-20-011187_1.txt,2.2657901177007637e-07,1.73186649980029e-07,2991221,2020-07-31,1101239,Equinix Inc,138743,89617.0,-0.012139359838019725
20200731_10-Q_edgar_data_12208_0000012208-20-000039_1.txt,1.5133254817777265e-07,1.0876675155180965e-07,1865946,2020-07-31,12208,Bio-Rad Laboratories Inc,002220,61516.0,-0.04965610417799682
20200731_10-Q_edgar_data_1324424_0001324424-20-000058_1.txt,2.142597561963012e-07,1.2892397969045086e-07,1431036,2020-07-31,1324424,Expedia Group Inc,126296,90808.0,-0.038753698515407664
20200731_10-Q_edgar_data_1326801_0001326801-20-000076_1.txt,2.925329684043655e-07,1.8168325107035626e-07,1792922,2020-07-31,1326801,Meta Platforms Inc,170617,13407.0,0.10098054787532496
20200731_10-Q_edgar_data_1358071_0001358071-20-000045_1.txt,1.1695840842426245e-07,9.43693424271336e-08,1419751,2020-07-31,1358071,Concho Resources Inc,177884,92239.0,-0.009193698335744571
20200731_10-Q_edgar_data_1359841_0001359841-20-000072_1.txt,1.4840826087126476e-07,1.0440749162424405e-07,1428403,2020-07-31,1359841,Hanesbrands Inc,175319,91416.0,-0.029573855823767925
20200731_10-Q_edgar_data_1374310_0001558370-20-008849_1.txt,1.061008812907337e-07,1.0230955529501745e-07,2701728,2020-07-31,1374310,Cboe Global Markets Inc,184500,93429.0,-0.05202820219300697
20200731_10-Q_edgar_data_1403161_0001403161-20-000048_1.txt,1.2758261292021824e-07,9.807678991692157e-08,1491400,2020-07-31,1403161,Visa Inc,179534,92611.0,-0.0060043346268556785
20200731_10-Q_edgar_data_1489393_0001489393-20-000049_1.txt,5.2898455777505086e-08,7.437422856609878e-08,1950573,2020-07-31,1489393,LyondellBasell Industries NV,294524,12345.0,-0.02797907754468798
20200731_10-Q_edgar_data_1534701_0001534701-20-000120_1.txt,4.4822591573058263e-08,8.87583274412417e-08,2557043,2020-07-31,1534701,Phillips 66,170841,13356.0,-0.06387895108285135
20200731_10-Q_edgar_data_1637459_0001637459-20-000131_1.txt,2.72031922628322e-07,2.234472259039285e-07,2819185,2020-07-31,1637459,The Kraft Heinz Co,005568,15408.0,-0.00439639040587303
20200731_10-Q_edgar_data_1652044_0001652044-20-000032_1.txt,1.628739950222775e-07,1.3392032227221138e-07,2251490,2020-07-31,1652044,Alphabet Inc,160329,90319.0,-0.05200034258345454
20200731_10-Q_edgar_data_1666700_0001666700-20-000042_1.txt,1.6423821672022762e-07,1.293720786107301e-07,2565903,2020-07-31,1666700,DuPont  De Nemours Inc,004060,16851.0,-0.012603869392303846
20200731_10-Q_edgar_data_1681459_0001681459-20-000103_1.txt,1.0464148019454613e-07,8.117322887269512e-08,2380210,2020-07-31,1681459,TechnipFMC plc,030923,16538.0,0.015916372987711425
20200731_10-Q_edgar_data_1707925_0001628280-20-011079_1.txt,7.932562603197647e-08,6.961461387526305e-08,1773528,2020-07-31,1707925,Linde Plc,025124,18143.0,-0.01110423035075847
20200731_10-Q_edgar_data_1781335_0001781335-20-000016_1.txt,7.941498275317835e-08,5.661205477987909e-08,2881292,2020-07-31,1781335,Otis Worldwide Corp,036190,19286.0,-0.028855778611364125
20200731_10-Q_edgar_data_1783180_0001783180-20-000052_1.txt,1.2184802137860982e-07,1.0820262089747664e-07,1803274,2020-07-31,1783180,Carrier Global Corp,036191,19285.0,0.020652339785604434
20200731_10-Q_edgar_data_21665_0000021665-20-000023_1.txt,1.4188014313491285e-07,9.03933805150168e-08,1438084,2020-07-31,21665,Colgate-Palmolive Co,003170,18729.0,-0.043415846415022274
20200731_10-Q_edgar_data_217346_0001104659-20-088960_1.txt,1.8854176174619754e-07,1.0435668887223429e-07,1522012,2020-07-31,217346,Textron Inc,010519,23579.0,0.023509341193389766
20200731_10-Q_edgar_data_28412_0000028412-20-000088_1.txt,1.766407692282374e-07,1.0060100494927053e-07,4028325,2020-07-31,28412,Comerica Incorporated,003231,25081.0,-0.033413858143949926
20200731_10-Q_edgar_data_310764_0000310764-20-000125_1.txt,1.1389873297291635e-07,9.850177242002214e-08,1319314,2020-07-31,310764,Stryker Corp,010115,73139.0,-0.08826904670562807
20200731_10-Q_edgar_data_313927_0001564590-20-035085_1.txt,9.479147228200814e-08,9.262259131911861e-08,1824069,2020-07-31,313927,Church & Dwight Co Inc,003026,23393.0,0.025909666179762203
20200731_10-Q_edgar_data_315293_0001628280-20-011354_1.txt,1.2929932877266808e-07,8.772831045804539e-08,1784156,2020-07-31,315293,Aon plc,003221,61735.0,-0.08523744173023906
20200731_10-Q_edgar_data_320193_0000320193-20-000062_1.txt,7.747777425945866e-08,8.101703888369924e-08,1540543,2020-07-31,320193,Apple Inc,001690,14593.0,0.15386516687062235
20200731_10-Q_edgar_data_354190_0001564590-20-035149_1.txt,4.986133220259433e-08,7.769642289626396e-08,4243916,2020-07-31,354190,Arthur J. Gallagher & Co.,004973,38093.0,-0.02080929968850942
20200731_10-Q_edgar_data_37996_0000037996-20-000057_1.txt,1.240271171883706e-07,8.784719294227816e-08,2853252,2020-07-31,37996,Ford Motor Co,004839,25785.0,-0.0020864296075333577
20200731_10-Q_edgar_data_49196_0000049196-20-000046_1.txt,1.0764184491901853e-07,9.028061766527037e-08,4804824,2020-07-31,49196,Huntington Bancshares Inc,005786,42906.0,-0.0313505765046691
20200731_10-Q_edgar_data_51434_0000051434-20-000033_1.txt,1.0318545045747495e-07,5.468091443245409e-08,2566416,2020-07-31,51434,International Paper Company,006104,21573.0,-0.04397900328846516
20200731_10-Q_edgar_data_51644_0000051644-20-000045_1.txt,1.0343194541330486e-07,1.0038367188917268e-07,1439732,2020-07-31,51644,Interpublic Group of Cos Inc (The),006136,53065.0,-0.02375891192790358
20200731_10-Q_edgar_data_55067_0001628280-20-011358_1.txt,1.2128084446498432e-07,8.513575697982601e-08,1848550,2020-07-31,55067,Kellanova,006375,26825.0,-0.04954215417797847
20200731_10-Q_edgar_data_59478_0000059478-20-000131_1.txt,1.7624664677485525e-07,1.0232643018663497e-07,1983037,2020-07-31,59478,Eli Lilly and Co,006730,50876.0,-0.03106229187339682
20200731_10-Q_edgar_data_62709_0000062709-20-000043_1.txt,9.679410188612355e-08,4.979919618240888e-08,2055075,2020-07-31,62709,Marsh & McLennan Companies Inc,007065,45751.0,-0.012626483942869804
20200731_10-Q_edgar_data_70858_0000070858-20-000040_1.txt,1.4628276653195581e-07,6.076622680636536e-08,8969651,2020-07-31,70858,Bank of America Corp,007647,59408.0,-0.004914639508060814
20200731_10-Q_edgar_data_72903_0000072903-20-000055_1.txt,1.1932269040576052e-07,9.629018776548967e-08,2186785,2020-07-31,72903,Xcel Energy Inc.,007977,23931.0,-0.014333991038041338
20200731_10-Q_edgar_data_743988_0000743988-20-000040_1.txt,2.2077758905860638e-07,1.5161048633319397e-07,1336024,2020-07-31,743988,Xilinx Inc.,022325,76201.0,-0.05897113080107341
20200731_10-Q_edgar_data_783280_0000783280-20-000054_1.txt,5.374808157882306e-08,7.120182398753685e-08,1353471,2020-07-31,783280,Duke Realty Corp,013510,75341.0,-0.03878274155960593
20200731_10-Q_edgar_data_788784_0000788784-20-000029_1.txt,5.7445411822347235e-08,9.165026000994094e-08,7408280,2020-07-31,788784,Public Service Enterprise Group Inc,008810,23712.0,0.012480005375473446
20200731_10-Q_edgar_data_833444_0000833444-20-000036_1.txt,1.7885126141505068e-07,1.2536290658821545e-07,2685664,2020-07-31,833444,Johnson Controls International Plc,006268,45356.0,0.0006061904170511223
20200731_10-Q_edgar_data_84839_0001171200-20-000501_1.txt,2.1200634864711167e-07,1.971461497860604e-07,531745,2020-07-31,84839,Rollins Inc,009225,36003.0,0.008461335375302914
20200731_10-Q_edgar_data_858470_0000858470-20-000032_1.txt,9.574403092501567e-08,1.0703210246548526e-07,995849,2020-07-31,858470,Coterra Energy Inc,020548,76082.0,0.06288851672369744
20200731_10-Q_edgar_data_874716_0000874716-20-000031_1.txt,8.085620029745157e-08,8.791868245477108e-08,1848508,2020-07-31,874716,IDEXX Laboratories Inc,024197,76709.0,0.01163620248834496
20200731_10-Q_edgar_data_874766_0000874766-20-000053_1.txt,2.7060702878584464e-07,1.632957288656476e-07,4601373,2020-07-31,874766,Hartford Insurance Group Inc (The),061739,82775.0,-0.003610435520148725
20200731_10-Q_edgar_data_875320_0000875320-20-000030_1.txt,4.9751419346956624e-08,5.294186362353541e-08,1441077,2020-07-31,875320,Vertex Pharmaceuticals Inc,024344,76744.0,-0.05196551638798086
20200731_10-Q_edgar_data_877890_0000877890-20-000247_1.txt,1.4563708423185019e-07,1.3330730925396917e-07,1937445,2020-07-31,877890,Citrix Systems Inc,061676,82686.0,-0.036628298805485904
20200731_10-Q_edgar_data_896159_0000896159-20-000010_1.txt,1.2773547704343133e-07,7.644536340965797e-08,4774641,2020-07-31,896159,Chubb Ltd,028034,79057.0,-0.056738425329415865
20200731_10-Q_edgar_data_914208_0000914208-20-000375_1.txt,8.0617724465414e-08,8.718682842366167e-08,2010369,2020-07-31,914208,Invesco Ltd,029804,19583.0,-0.008495128312607347
20200731_10-Q_edgar_data_91440_0000091440-20-000025_1.txt,9.945949748049015e-08,6.96745790553274e-08,2683019,2020-07-31,91440,Snap-On Inc,009778,60206.0,-0.023875929454288736
20200731_10-Q_edgar_data_920148_0000920148-20-000043_1.txt,2.96266073766898e-07,1.6421340449553968e-07,1896333,2020-07-31,920148,Labcorp Holdings Inc,014960,12062.0,-0.05629770955132263
20200731_10-Q_edgar_data_93556_0000093556-20-000026_1.txt,1.1056591749142665e-07,1.2049600177024504e-07,2220414,2020-07-31,93556,Stanley Black & Decker Inc,010016,43350.0,-0.026522056963377283
20200731_10-Q_edgar_data_97745_0000097745-20-000038_1.txt,2.335938656069625e-07,1.4125783514628004e-07,1800002,2020-07-31,97745,Thermo Fisher Scientific Inc,010530,62092.0,-0.017683415248523904
20200803_10-Q_edgar_data_100493_0000100493-20-000103_1.txt,2.5002777093628744e-07,1.4128860896623181e-07,2314553,2020-08-03,100493,Tyson Foods Inc.,010793,77730.0,-0.003918353196302071
20200803_10-Q_edgar_data_107263_0000107263-20-000027_1.txt,1.617747184744505e-07,1.3414443462546265e-07,1937470,2020-08-03,107263,Williams Cos Inc. (The),011506,38156.0,0.06402504920397711
20200803_10-Q_edgar_data_1123360_0001123360-20-000028_1.txt,9.019599403160383e-08,6.356665782893576e-08,1368755,2020-08-03,1123360,Global Payments Inc,141913,88873.0,-0.04380631756552689
20200803_10-Q_edgar_data_11544_0000011544-20-000087_1.txt,1.407995302800661e-07,1.131098975953696e-07,2490037,2020-08-03,11544,Berkley (W.R.) Corp,014822,17743.0,0.008770381061661281
20200803_10-Q_edgar_data_1418091_0001418091-20-000158_1.txt,3.636472565607218e-07,2.171961742743509e-07,1437494,2020-08-03,1418091,Twitter Inc,018872,14295.0,-0.005556988176652178
20200803_10-Q_edgar_data_1510295_0001510295-20-000083_1.txt,1.42870800180651e-07,1.7303222925827082e-07,2195735,2020-08-03,1510295,Marathon Petroleum Corp,186989,12872.0,-0.06594000467035621
20200803_10-Q_edgar_data_19617_0000019617-20-000372_1.txt,1.7254674602738118e-07,1.0160006139127477e-07,9804755,2020-08-03,19617,JPMorgan Chase & Co,002968,47896.0,0.0024658883695465317
20200803_10-Q_edgar_data_315213_0000315213-20-000069_1.txt,1.3525803369386884e-07,1.0523102186227065e-07,758226,2020-08-03,315213,Robert Half Inc,002312,52230.0,0.027387386430831384
20200803_10-Q_edgar_data_52988_0000052988-20-000050_1.txt,1.76141562345806e-07,1.2775924685976474e-07,1625020,2020-08-03,52988,Jacobs Solutions Inc,006216,52329.0,0.04406098531317171
20200803_10-Q_edgar_data_60086_0001140361-20-017258_1.txt,1.429083126456581e-07,1.6460115688973306e-07,2358644,2020-08-03,60086,Loews Corp,006781,26710.0,0.011189913249594952
20200803_10-Q_edgar_data_72207_0000072207-20-000069_1.txt,1.3748662815441968e-07,1.3894172742026306e-07,1991792,2020-08-03,72207,Noble Energy Inc,007912,61815.0,0.004143552445771137
20200803_10-Q_edgar_data_731766_0000731766-20-000042_1.txt,1.0391011081124081e-07,8.551183152429874e-08,2065252,2020-08-03,731766,UnitedHealth Group Incorporated,010903,92655.0,0.021176237447022128
20200803_10-Q_edgar_data_75362_0001564590-20-035572_1.txt,8.792415904611752e-08,7.345388091830257e-08,4144355,2020-08-03,75362,PACCAR Inc,008253,60506.0,0.01548520096864725
20200803_10-Q_edgar_data_789570_0001564590-20-035299_1.txt,3.3719649138293095e-07,3.409535455477082e-07,2550331,2020-08-03,789570,MGM Resorts International,014418,11891.0,0.15683679181425725
20200803_10-Q_edgar_data_811156_0000811156-20-000012_1.txt,1.2909666701103164e-07,1.583111280706704e-07,2883078,2020-08-03,811156,CMS Energy Corp,003439,23229.0,-0.03967498871502961
20200803_10-Q_edgar_data_899689_0000899689-20-000039_1.txt,6.797092143227704e-08,8.398565778398927e-08,2891239,2020-08-03,899689,Vornado Realty Trust,011220,28388.0,0.019305575226975513
20200803_10-Q_edgar_data_906107_0001564590-20-035511_1.txt,3.6416950283618426e-08,7.996423079008994e-08,3309445,2020-08-03,906107,Equity Residential,028733,79547.0,0.0032009532788164208
20200803_10-Q_edgar_data_906163_0000906163-20-000075_1.txt,6.798776101463164e-08,8.041779765970133e-08,1442002,2020-08-03,906163,NVR Inc.,012459,79785.0,-0.03991662928636275
20200803_10-Q_edgar_data_91576_0000091576-20-000045_1.txt,1.4857583202141346e-07,9.593297334147402e-08,5855077,2020-08-03,91576,KeyCorp,009783,64995.0,0.017410486150942983
20200803_10-Q_edgar_data_927653_0000927653-20-000061_1.txt,2.272016615545495e-07,1.6083297234298153e-07,1450915,2020-08-03,927653,McKesson Corp,007171,81061.0,-0.013633159153878749
20200803_10-Q_edgar_data_97210_0001193125-20-207892_1.txt,7.072700115487993e-08,2.8102007161156457e-07,2068509,2020-08-03,97210,Teradyne Inc,010453,51369.0,-0.04151199912152537
20200804_10-Q_edgar_data_1000228_0001000228-20-000055_1.txt,2.5978255751327e-07,1.6918610171964828e-07,2380588,2020-08-04,1000228,Henry Schein Inc,061494,82581.0,-0.06078700304450457
20200804_10-Q_edgar_data_103379_0000103379-20-000013_1.txt,9.929262312048102e-08,1.3538040168265396e-06,1697232,2020-08-04,103379,V.F. Corp,011060,43553.0,0.050477700309681905
20200804_10-Q_edgar_data_1037038_0001037038-20-000023_1.txt,1.935307502905588e-07,1.2747266667859798e-07,1705275,2020-08-04,1037038,Ralph Lauren Corp,064891,85072.0,-0.03466053565185434
20200804_10-Q_edgar_data_1037868_0001037868-20-000006_1.txt,1.8310779050965698e-07,1.50642098582094e-07,1271040,2020-08-04,1037868,AMETEK Inc,001598,85257.0,0.02333128612253188
20200804_10-Q_edgar_data_1043604_0001043604-20-000072_1.txt,2.083470918050298e-07,1.500128788140657e-07,1865986,2020-08-04,1043604,Juniper Networks Inc,121718,86979.0,0.009110410380337663
20200804_10-Q_edgar_data_1065696_0001065696-20-000040_1.txt,1.3598758474247794e-07,1.0440966333628945e-07,2181427,2020-08-04,1065696,LKQ Corporation,155394,89866.0,0.05352993666664174
20200804_10-Q_edgar_data_1090727_0001090727-20-000037_1.txt,7.551351883366197e-08,7.608286971286578e-08,2646277,2020-08-04,1090727,United Parcel Service Inc,010920,87447.0,0.10270788300318756
20200804_10-Q_edgar_data_1109357_0001109357-20-000165_1.txt,9.523239450418353e-08,9.106867671578836e-08,9678662,2020-08-04,1109357,Exelon Corp,008539,21776.0,-0.011320769110011675
20200804_10-Q_edgar_data_1111928_0001111928-20-000143_1.txt,6.73514297700627e-08,7.478901580302623e-08,1374972,2020-08-04,1111928,IPG Photonics Corp,175955,91668.0,-0.1409037552400363
20200804_10-Q_edgar_data_1136893_0001136893-20-000200_1.txt,5.806781292606802e-08,7.944958284673682e-08,1540436,2020-08-04,1136893,Fidelity National Information Services Inc,165993,89003.0,-0.038342210858235415
20200804_10-Q_edgar_data_1138118_0001564590-20-035965_1.txt,4.219960688630114e-08,6.483903806910695e-08,2485083,2020-08-04,1138118,CBRE Group Inc,260774,90199.0,0.0774761454188948
20200804_10-Q_edgar_data_1163165_0001562762-20-000267_1.txt,2.1124895027082758e-07,1.6322151182355307e-07,1563513,2020-08-04,1163165,Conocophillips,008549,13928.0,0.06007149406364021
20200804_10-Q_edgar_data_1260221_0001260221-20-000087_1.txt,9.790175128766419e-08,8.617444691630317e-08,1805659,2020-08-04,1260221,TransDigm Group Inc,148349,91152.0,0.08704274631077302
20200804_10-Q_edgar_data_1285785_0001618034-20-000011_1.txt,2.0798332876002839e-07,1.2937624981165078e-07,1697355,2020-08-04,1285785,Mosaic Company (The),162129,90386.0,0.32528589367452465
20200804_10-Q_edgar_data_1336920_0001336920-20-000069_1.txt,1.3941502527362268e-07,9.083469282449512e-08,1861743,2020-08-04,1336920,Leidos Holdings Inc,165123,91547.0,-0.05921550696613864
20200804_10-Q_edgar_data_1365135_0001558370-20-009217_1.txt,2.519404209889299e-07,1.215155332438729e-07,2106081,2020-08-04,1365135,Western Union Co,175263,91461.0,-0.05402739025276071
20200804_10-Q_edgar_data_1442145_0001437749-20-016475_1.txt,1.2681505937731394e-07,1.1968915439643321e-07,1350211,2020-08-04,1442145,Verisk Analytics Inc,180652,93089.0,-0.00535559675997499
20200804_10-Q_edgar_data_1551152_0001551152-20-000023_1.txt,1.6378316527971357e-07,1.208138949661113e-07,2084789,2020-08-04,1551152,AbbVie Inc,016101,13721.0,-0.05684938646218929
20200804_10-Q_edgar_data_1699150_0001140361-20-017479_1.txt,1.467862594522522e-07,1.0955187149547304e-07,2051228,2020-08-04,1699150,Ingersoll Rand Inc,030098,16692.0,0.05380766500531586
