file,avg_tfidf_finneg,avg_tfidf_h4n,doc_length
20200218_10-K_edgar_data_910606_0001564590-20-004859_1.txt,4.0818224862603346e-08,5.7143457686548514e-08,9046074
20200218_10-Q_edgar_data_1002047_0001564590-20-005025_1.txt,1.2310769422290076e-07,1.0567883416308366e-07,2331533
20200218_10-Q_edgar_data_858877_0000858877-20-000004_1.txt,2.018759740670886e-07,1.3867896042647943e-07,2898076
20200219_10-K_edgar_data_1001082_0001558370-20-000945_1.txt,3.5758939640582396e-07,2.2145591809839856e-07,3996275
20200219_10-K_edgar_data_1015780_0001015780-20-000065_1.txt,2.3791834876693298e-07,1.5181534101703942e-07,4455032
20200219_10-K_edgar_data_1043277_0001043277-20-000016_1.txt,1.272983710190252e-07,1.0769312569973506e-07,4532522
20200219_10-K_edgar_data_1090012_0001564590-20-005182_1.txt,2.2047720296860016e-07,5.740057282055259e-07,5603679
20200219_10-K_edgar_data_1121788_0001564590-20-005133_1.txt,1.2396955511383807e-07,8.828722281183771e-08,3172818
20200219_10-K_edgar_data_1156039_0001156039-20-000003_1.txt,3.242743638397896e-07,2.2259889992723198e-07,4950451
20200219_10-K_edgar_data_1267238_0001267238-20-000004_1.txt,1.8387706916050492e-07,1.5377812644720848e-07,5676244
20200219_10-K_edgar_data_1358071_0001358071-20-000011_1.txt,2.470868661487191e-07,1.9695354828291645e-07,2885597
20200219_10-K_edgar_data_1418091_0001418091-20-000037_1.txt,1.8674453912984554e-07,1.306232290564819e-07,2466238
20200219_10-K_edgar_data_18230_0000018230-20-000056_1.txt,1.0824471399115807e-07,8.884663721632644e-08,7813195
20200219_10-K_edgar_data_51434_0000051434-20-000011_1.txt,1.4143385113411058e-07,8.345092178103221e-08,4399590
20200219_10-K_edgar_data_59478_0000059478-20-000057_1.txt,2.559157457203601e-07,1.6955548105573742e-07,3468941
20200219_10-K_edgar_data_6201_0000006201-20-000023_1.txt,1.5693245324656374e-07,1.539067995070739e-07,4451587
20200219_10-K_edgar_data_70858_0000070858-20-000011_1.txt,2.4140475547394354e-07,1.3867524041348153e-07,12635553
20200219_10-K_edgar_data_749251_0000749251-20-000008_1.txt,1.8617573866586934e-07,1.3726727986419803e-07,2519992
20200219_10-K_edgar_data_75362_0001564590-20-005276_1.txt,6.618947415356351e-08,6.263609233478081e-08,5743563
20200219_10-K_edgar_data_793952_0000793952-20-000008_1.txt,2.2957994609897623e-07,1.5575736231020104e-07,4675972
20200219_10-K_edgar_data_906163_0000906163-20-000026_1.txt,1.212180102473705e-07,1.0566243978486487e-07,1838069
20200219_10-K_edgar_data_9389_0001558370-20-001005_1.txt,1.3037996566238086e-07,8.794747463808667e-08,4416101
