file,avg_tfidf_finneg,avg_tfidf_h4n,doc_length
20200731_10-Q_edgar_data_37996_0000037996-20-000057_1.txt,1.2402711718837058e-07,8.784719294227816e-08,2853252
20200731_10-Q_edgar_data_49196_0000049196-20-000046_1.txt,1.0764184491901853e-07,9.028061766527037e-08,4804824
20200731_10-Q_edgar_data_51434_0000051434-20-000033_1.txt,1.0318545045747494e-07,5.468091443245409e-08,2566416
20200731_10-Q_edgar_data_51644_0000051644-20-000045_1.txt,1.0343194541330486e-07,1.0038367188917267e-07,1439732
20200731_10-Q_edgar_data_55067_0001628280-20-011358_1.txt,1.2128084446498432e-07,8.513575697982601e-08,1848550
20200731_10-Q_edgar_data_59478_0000059478-20-000131_1.txt,1.7624664677485525e-07,1.0232643018663497e-07,1983037
20200731_10-Q_edgar_data_62709_0000062709-20-000043_1.txt,9.679410188612354e-08,4.9799196182408874e-08,2055075
20200731_10-Q_edgar_data_70858_0000070858-20-000040_1.txt,1.4628276653195581e-07,6.076622680636536e-08,8969651
20200731_10-Q_edgar_data_72903_0000072903-20-000055_1.txt,1.1932269040576052e-07,9.629018776548966e-08,2186785
20200731_10-Q_edgar_data_743988_0000743988-20-000040_1.txt,2.2077758905860635e-07,1.5161048633319397e-07,1336024
20200731_10-Q_edgar_data_783280_0000783280-20-000054_1.txt,5.374808157882305e-08,7.120182398753684e-08,1353471
20200731_10-Q_edgar_data_788784_0000788784-20-000029_1.txt,5.744541182234723e-08,9.165026000994094e-08,7408280
20200731_10-Q_edgar_data_833444_0000833444-20-000036_1.txt,1.7885126141505066e-07,1.2536290658821545e-07,2685664
20200731_10-Q_edgar_data_84839_0001171200-20-000501_1.txt,2.1200634864711164e-07,1.971461497860604e-07,531745
20200731_10-Q_edgar_data_858470_0000858470-20-000032_1.txt,9.574403092501566e-08,1.0703210246548526e-07,995849
20200731_10-Q_edgar_data_874716_0000874716-20-000031_1.txt,8.085620029745157e-08,8.791868245477107e-08,1848508
20200731_10-Q_edgar_data_874766_0000874766-20-000053_1.txt,2.7060702878584464e-07,1.632957288656476e-07,4601373
20200731_10-Q_edgar_data_875320_0000875320-20-000030_1.txt,4.9751419346956624e-08,5.2941863623535414e-08,1441077
20200731_10-Q_edgar_data_877890_0000877890-20-000247_1.txt,1.4563708423185016e-07,1.3330730925396917e-07,1937445
20200731_10-Q_edgar_data_896159_0000896159-20-000010_1.txt,1.2773547704343133e-07,7.644536340965796e-08,4774641
20200731_10-Q_edgar_data_914208_0000914208-20-000375_1.txt,8.0617724465414e-08,8.718682842366166e-08,2010369
20200731_10-Q_edgar_data_91440_0000091440-20-000025_1.txt,9.945949748049014e-08,6.967457905532739e-08,2683019
20200731_10-Q_edgar_data_920148_0000920148-20-000043_1.txt,2.9626607376689795e-07,1.6421340449553968e-07,1896333
20200731_10-Q_edgar_data_93556_0000093556-20-000026_1.txt,1.1056591749142665e-07,1.2049600177024502e-07,2220414
20200731_10-Q_edgar_data_97745_0000097745-20-000038_1.txt,2.335938656069625e-07,1.4125783514628004e-07,1800002
20200803_10-Q_edgar_data_100493_0000100493-20-000103_1.txt,2.5002777093628744e-07,1.4128860896623181e-07,2314553
20200803_10-Q_edgar_data_107263_0000107263-20-000027_1.txt,1.617747184744505e-07,1.3414443462546265e-07,1937470
20200803_10-Q_edgar_data_1123360_0001123360-20-000028_1.txt,9.019599403160382e-08,6.356665782893576e-08,1368755
20200803_10-Q_edgar_data_11544_0000011544-20-000087_1.txt,1.4079953028006608e-07,1.1310989759536958e-07,2490037
20200803_10-Q_edgar_data_1418091_0001418091-20-000158_1.txt,3.636472565607218e-07,2.171961742743509e-07,1437494
20200803_10-Q_edgar_data_1510295_0001510295-20-000083_1.txt,1.4287080018065098e-07,1.7303222925827082e-07,2195735
20200803_10-Q_edgar_data_19617_0000019617-20-000372_1.txt,1.7254674602738116e-07,1.0160006139127477e-07,9804755
20200803_10-Q_edgar_data_315213_0000315213-20-000069_1.txt,1.3525803369386884e-07,1.0523102186227064e-07,758226
20200803_10-Q_edgar_data_52988_0000052988-20-000050_1.txt,1.7614156234580598e-07,1.2775924685976474e-07,1625020
20200803_10-Q_edgar_data_60086_0001140361-20-017258_1.txt,1.429083126456581e-07,1.6460115688973303e-07,2358644
20200803_10-Q_edgar_data_72207_0000072207-20-000069_1.txt,1.3748662815441966e-07,1.3894172742026304e-07,1991792
20200803_10-Q_edgar_data_731766_0000731766-20-000042_1.txt,1.0391011081124079e-07,8.551183152429874e-08,2065252
20200803_10-Q_edgar_data_75362_0001564590-20-035572_1.txt,8.792415904611752e-08,7.345388091830256e-08,4144355
20200803_10-Q_edgar_data_789570_0001564590-20-035299_1.txt,3.3719649138293095e-07,3.409535455477082e-07,2550331
20200803_10-Q_edgar_data_811156_0000811156-20-000012_1.txt,1.2909666701103162e-07,1.5831112807067038e-07,2883078
20200803_10-Q_edgar_data_899689_0000899689-20-000039_1.txt,6.797092143227704e-08,8.398565778398927e-08,2891239
20200803_10-Q_edgar_data_906107_0001564590-20-035511_1.txt,3.6416950283618426e-08,7.996423079008993e-08,3309445
20200803_10-Q_edgar_data_906163_0000906163-20-000075_1.txt,6.798776101463163e-08,8.041779765970132e-08,1442002
20200803_10-Q_edgar_data_91576_0000091576-20-000045_1.txt,1.4857583202141344e-07,9.593297334147402e-08,5855077
20200803_10-Q_edgar_data_927653_0000927653-20-000061_1.txt,2.272016615545495e-07,1.6083297234298153e-07,1450915
20200803_10-Q_edgar_data_97210_0001193125-20-207892_1.txt,7.072700115487993e-08,2.8102007161156457e-07,2068509
20200804_10-Q_edgar_data_1000228_0001000228-20-000055_1.txt,2.5978255751327e-07,1.6918610171964826e-07,2380588
20200804_10-Q_edgar_data_103379_0000103379-20-000013_1.txt,9.929262312048102e-08,1.3538040168265396e-06,1697232
20200804_10-Q_edgar_data_1037038_0001037038-20-000023_1.txt,1.935307502905588e-07,1.2747266667859798e-07,1705275
20200804_10-Q_edgar_data_1037868_0001037868-20-000006_1.txt,1.8310779050965698e-07,1.5064209858209398e-07,1271040
20200804_10-Q_edgar_data_1043604_0001043604-20-000072_1.txt,2.083470918050298e-07,1.5001287881406567e-07,1865986
20200804_10-Q_edgar_data_1065696_0001065696-20-000040_1.txt,1.3598758474247794e-07,1.0440966333628943e-07,2181427
20200804_10-Q_edgar_data_1090727_0001090727-20-000037_1.txt,7.551351883366197e-08,7.608286971286578e-08,2646277
20200804_10-Q_edgar_data_1109357_0001109357-20-000165_1.txt,9.523239450418353e-08,9.106867671578836e-08,9678662
20200804_10-Q_edgar_data_1111928_0001111928-20-000143_1.txt,6.73514297700627e-08,7.478901580302623e-08,1374972
20200804_10-Q_edgar_data_1136893_0001136893-20-000200_1.txt,5.806781292606801e-08,7.944958284673682e-08,1540436
20200804_10-Q_edgar_data_1138118_0001564590-20-035965_1.txt,4.2199606886301144e-08,6.483903806910694e-08,2485083
20200804_10-Q_edgar_data_1163165_0001562762-20-000267_1.txt,2.1124895027082755e-07,1.6322151182355304e-07,1563513
20200804_10-Q_edgar_data_1260221_0001260221-20-000087_1.txt,9.790175128766418e-08,8.617444691630317e-08,1805659
20200804_10-Q_edgar_data_1285785_0001618034-20-000011_1.txt,2.0798332876002833e-07,1.2937624981165075e-07,1697355
20200804_10-Q_edgar_data_1336920_0001336920-20-000069_1.txt,1.3941502527362266e-07,9.083469282449513e-08,1861743
20200804_10-Q_edgar_data_1365135_0001558370-20-009217_1.txt,2.5194042098892987e-07,1.2151553324387287e-07,2106081
20200804_10-Q_edgar_data_1442145_0001437749-20-016475_1.txt,1.2681505937731394e-07,1.1968915439643321e-07,1350211
20200804_10-Q_edgar_data_1551152_0001551152-20-000023_1.txt,1.6378316527971357e-07,1.2081389496611127e-07,2084789
20200804_10-Q_edgar_data_1699150_0001140361-20-017479_1.txt,1.467862594522522e-07,1.0955187149547303e-07,2051228
20200804_10-Q_edgar_data_1744489_0001744489-20-000151_1.txt,9.621079155896919e-08,8.520945673015565e-08,3214356
20200804_10-Q_edgar_data_202058_0000202058-20-000053_1.txt,1.3597808598027265e-07,7.354399165850114e-08,2363655
20200804_10-Q_edgar_data_5272_0001104659-20-090177_1.txt,2.2871137234799225e-07,1.2586559938312324e-07,9363277
20200804_10-Q_edgar_data_713676_0000713676-20-000115_1.txt,2.7443399968220754e-07,9.09424342168792e-08,6213410
20200804_10-Q_edgar_data_718877_0001628280-20-011664_1.txt,4.86795806374281e-08,9.517519745811571e-08,2572372
20200804_10-Q_edgar_data_726728_0000726728-20-000077_1.txt,9.518748885602404e-08,9.071255916134285e-08,1966026
20200804_10-Q_edgar_data_72971_0000072971-20-000288_1.txt,1.903640972839798e-07,8.680335321994966e-08,13961474
20200804_10-Q_edgar_data_749251_0000749251-20-000026_1.txt,5.997876537516502e-08,7.15117127565745e-08,1448121
20200804_10-Q_edgar_data_766421_0000766421-20-000071_1.txt,9.892392664971224e-08,8.763248034007343e-08,1604904
20200804_10-Q_edgar_data_80661_0000080661-20-000032_1.txt,1.1278744753009828e-07,9.4868999063161e-08,2862215
20200804_10-Q_edgar_data_827054_0000827054-20-000186_1.txt,4.411046019795365e-07,2.8558450819031193e-07,1177552
20200804_10-Q_edgar_data_879169_0001558370-20-009164_1.txt,3.5867803209508965e-07,2.9890345503266556e-07,1633862
20200804_10-Q_edgar_data_895421_0000895421-20-000429_1.txt,7.910651933198823e-08,4.870169181262583e-08,5873346
20200804_10-Q_edgar_data_899051_0000899051-20-000054_1.txt,1.3335112075957126e-07,8.274192233499598e-08,5448813
20200804_10-Q_edgar_data_910606_0001564590-20-035935_1.txt,6.077066155003201e-08,8.43248018822896e-08,2659127
20200804_10-Q_edgar_data_92230_0000092230-20-000099_1.txt,1.9758440529899595e-07,5.595345640794849e-08,5491874
20200804_10-Q_edgar_data_922864_0001564590-20-036228_1.txt,4.860420470341647e-08,7.732716838477145e-08,1818884
20200804_10-Q_edgar_data_946581_0001628280-20-011493_1.txt,8.98618491109165e-08,8.715139482816818e-08,993306
20200805_10-K_edgar_data_8670_0000008670-20-000032_1.txt,1.0578334185829526e-07,8.570170333274443e-08,4409528
20200805_10-Q_edgar_data_1013462_0001013462-20-000028_1.txt,7.609626203483915e-08,8.408024651897046e-08,1209896
20200805_10-Q_edgar_data_1015780_0001015780-20-000166_1.txt,1.3503775952252387e-07,9.403133962484604e-08,3732867
20200805_10-Q_edgar_data_1032208_0001032208-20-000039_1.txt,2.135313383939006e-07,1.4503768463582848e-07,5242232
20200805_10-Q_edgar_data_1038357_0001038357-20-000050_1.txt,2.680984885623434e-07,1.7062541670051388e-07,1610498
20200805_10-Q_edgar_data_1041061_0001041061-20-000053_1.txt,8.60364799331078e-08,9.001208843498177e-08,1486579
20200805_10-Q_edgar_data_1048695_0001048695-20-000035_1.txt,6.880394557053274e-08,7.784892984229236e-08,1231524
20200805_10-Q_edgar_data_1090012_0001564590-20-036568_1.txt,7.392562624964331e-08,7.374334963619642e-08,3151905
20200805_10-Q_edgar_data_109380_0000109380-20-000212_1.txt,1.1293318880142433e-07,6.518285342698387e-08,5589046
20200805_10-Q_edgar_data_1111711_0001111711-20-000036_1.txt,3.5819408187813847e-07,3.53876149087029e-07,1976196
20200805_10-Q_edgar_data_1120193_0001120193-20-000015_1.txt,1.594501544917563e-07,1.113291043905671e-07,2675354
20200805_10-Q_edgar_data_1136869_0001564590-20-036314_1.txt,2.3142416558569582e-07,1.5534600445380524e-07,2715725
20200805_10-Q_edgar_data_1140859_0001140859-20-000035_1.txt,3.2461795618642343e-07,1.9321577841838474e-07,1137559
20200805_10-Q_edgar_data_1156375_0001156375-20-000079_1.txt,8.607536266923538e-08,8.145630628515912e-08,1177382
20200805_10-Q_edgar_data_1281761_0001281761-20-000075_1.txt,1.7200927098283773e-07,1.4405354300168354e-07,4194609
20200805_10-Q_edgar_data_1335258_0001335258-20-000150_1.txt,4.25721018709705e-07,3.2753479037240236e-07,2485828
20200805_10-Q_edgar_data_1393311_0001562762-20-000278_1.txt,7.628989935043141e-08,5.079690930483082e-08,2946776
20200805_10-Q_edgar_data_1396009_0001396009-20-000040_1.txt,6.878472838286356e-08,5.98345043669225e-08,3589574
20200805_10-Q_edgar_data_1402057_0001402057-20-000124_1.txt,4.2816676453456734e-08,7.22747417949377e-08,1295337
20200805_10-Q_edgar_data_1410636_0001410636-20-000119_1.txt,3.3630314580882825e-07,2.0296280596804047e-07,1517099
20200805_10-Q_edgar_data_1437107_0001437107-20-000069_1.txt,6.164872588407286e-08,6.205328063228708e-08,2664678
20200805_10-Q_edgar_data_1492633_0001564590-20-036796_1.txt,3.6718111486937666e-08,4.3056072624780404e-08,4320339
20200805_10-Q_edgar_data_1585364_0001585364-20-000083_1.txt,4.853062618373921e-07,2.7819574281663664e-07,2418105
20200805_10-Q_edgar_data_1596532_0001596532-20-000148_1.txt,3.7781033675712804e-07,2.484148778217308e-07,1237314
20200805_10-Q_edgar_data_1711269_0001711269-20-000045_1.txt,5.083825065749438e-08,3.9584236946670295e-08,2931928
20200805_10-Q_edgar_data_1732845_0001564590-20-036766_1.txt,8.457770638953338e-08,7.061437084154312e-08,5834233
20200805_10-Q_edgar_data_18230_0000018230-20-000214_1.txt,7.20260215625865e-08,6.079372075183175e-08,5635216
20200805_10-Q_edgar_data_310158_0000310158-20-000026_1.txt,1.2072365766665772e-07,1.04453950449995e-07,2822220
20200805_10-Q_edgar_data_32604_0000032604-20-000033_1.txt,7.090902736908536e-08,5.226895858857255e-08,1298483
20200805_10-Q_edgar_data_34088_0000034088-20-000073_1.txt,1.1467601737023032e-07,6.102086172825947e-08,1571310
20200805_10-Q_edgar_data_34903_0000034903-20-000031_1.txt,1.2655519993524742e-07,1.1038165195061903e-07,815331
20200805_10-Q_edgar_data_36270_0001564590-20-036872_1.txt,7.437135976628792e-08,7.320444769321772e-08,7817073
20200805_10-Q_edgar_data_37785_0000037785-20-000105_1.txt,1.1780364347417758e-07,9.018736385607361e-08,2204512
20200805_10-Q_edgar_data_49071_0000049071-20-000106_1.txt,8.480503295196856e-08,7.199333681178776e-08,2015256
20200805_10-Q_edgar_data_64803_0000064803-20-000030_1.txt,3.4907667180260665e-07,2.0453061283334523e-07,2538797
20200805_10-Q_edgar_data_65984_0000065984-20-000222_1.txt,1.567639742066842e-07,1.185771320687812e-07,11300296
20200805_10-Q_edgar_data_715957_0001564590-20-036451_1.txt,9.94574819154814e-08,6.041033610362274e-08,9525920
20200805_10-Q_edgar_data_731802_0000731802-20-000032_1.txt,4.3725992270576206e-08,7.88707729468414e-08,1787818
20200805_10-Q_edgar_data_732717_0001562762-20-000279_1.txt,9.693284431052413e-08,1.2253186518214074e-07,3541400
20200805_10-Q_edgar_data_765880_0001628280-20-011794_1.txt,1.0969403680968553e-07,1.0186117110584742e-07,2508662
20200805_10-Q_edgar_data_814453_0000814453-20-000215_1.txt,2.2655368657683214e-07,1.4043993773590666e-07,2147092
20200805_10-Q_edgar_data_831001_0000831001-20-000078_1.txt,7.583490856480267e-08,3.985951658724974e-08,13852260
20200805_10-Q_edgar_data_872589_0001804220-20-000022_1.txt,7.304237026538737e-07,4.586612366362112e-07,1718348
20200805_10-Q_edgar_data_882835_0000882835-20-000025_1.txt,1.0973631689291836e-07,8.565765886235785e-08,818526
20200805_10-Q_edgar_data_885725_0000885725-20-000036_1.txt,1.5727361477606433e-07,1.2546215320112865e-07,2080975
20200805_10-Q_edgar_data_908255_0000908255-20-000073_1.txt,9.511301593145996e-08,7.740310050015223e-08,2175868
20200805_10-Q_edgar_data_91142_0001193125-20-210347_1.txt,9.797408166557651e-08,3.013773253974883e-07,987299
20200805_10-Q_edgar_data_915389_0000915389-20-000056_1.txt,8.848025483157891e-08,7.234344720431616e-08,2020602
20200805_10-Q_edgar_data_915912_0000915912-20-000022_1.txt,9.104064764992697e-08,9.351397869498733e-08,1878480
20200805_10-Q_edgar_data_915913_0000915913-20-000143_1.txt,1.0962517650321287e-07,8.191527183637987e-08,1999002
20200805_10-Q_edgar_data_920522_0000920522-20-000055_1.txt,8.330607574425049e-08,7.674043563752923e-08,1717685
20200805_10-Q_edgar_data_93410_0000093410-20-000039_1.txt,2.1845080356042493e-07,1.7427501850493379e-07,1625999
20200806_10-K_edgar_data_80424_0000080424-20-000053_1.txt,1.1710067686011769e-07,2.4571838854869495e-07,2803619
20200806_10-Q_edgar_data_1012100_0001628280-20-011887_1.txt,1.1763446461132642e-07,8.867327138800056e-08,2791955
20200806_10-Q_edgar_data_1013871_0001013871-20-000034_1.txt,7.851187955812783e-08,8.992177730635701e-08,4084460
20200806_10-Q_edgar_data_101778_0000101778-20-000103_1.txt,7.939529761020952e-08,1.305271418860921e-07,2132520
20200806_10-Q_edgar_data_1020569_0001020569-20-000184_1.txt,1.1677232443723231e-07,1.226943137722377e-07,2156187
20200806_10-Q_edgar_data_1034054_0001034054-20-000008_1.txt,8.425390449944771e-08,3.500292734394544e-08,3853828
20200806_10-Q_edgar_data_1047862_0001047862-20-000176_1.txt,1.7083204493819127e-07,1.3444703706080912e-07,2444788
20200806_10-Q_edgar_data_1075531_0001075531-20-000050_1.txt,2.559389455009827e-07,1.7973274142643643e-07,2026021
20200806_10-Q_edgar_data_107815_0000107815-20-000248_1.txt,1.4563886250771433e-07,1.6376063250860111e-07,1364853
20200806_10-Q_edgar_data_10795_0000010795-20-000027_1.txt,2.6097389111118405e-07,1.4782144192813005e-07,1585896
20200806_10-Q_edgar_data_1130310_0001130310-20-000084_1.txt,1.0747502736214417e-07,1.0664121128743848e-07,3903415
20200806_10-Q_edgar_data_1137774_0001137774-20-000107_1.txt,6.197426620767465e-08,8.097307110268654e-08,7506693
20200806_10-Q_edgar_data_1174922_0001174922-20-000143_1.txt,2.8851065143877827e-07,1.8993609167588923e-07,1639973
20200806_10-Q_edgar_data_1262039_0001262039-20-000053_1.txt,3.7563567237045994e-07,2.3628564729985844e-07,1498828
20200806_10-Q_edgar_data_1283699_0001283699-20-000165_1.txt,7.405983890435426e-08,5.506029835861887e-08,5104623
20200806_10-Q_edgar_data_1289490_0001628280-20-012042_1.txt,7.393748919136932e-08,6.805644071822081e-08,1248354
20200806_10-Q_edgar_data_1324404_0001324404-20-000019_1.txt,9.006988457887842e-08,1.0201664754514859e-07,1550129
20200806_10-Q_edgar_data_1336917_0001336917-20-000056_1.txt,3.127920904509493e-07,1.6105774507817988e-07,1445399
20200806_10-Q_edgar_data_1370637_0001370637-20-000210_1.txt,2.9824070322690643e-07,1.9339424543957887e-07,1215730
20200806_10-Q_edgar_data_1390777_0001390777-20-000072_1.txt,9.86738160696739e-08,5.32792372791678e-08,5485135
20200806_10-Q_edgar_data_14272_0000014272-20-000229_1.txt,3.1853486804983175e-07,1.678672265216797e-07,2450072
20200806_10-Q_edgar_data_1501585_0001501585-20-000035_1.txt,1.310885289132086e-07,1.2904512662050008e-07,1719893
20200806_10-Q_edgar_data_1555280_0001555280-20-000261_1.txt,1.6746738766207367e-07,1.322801262279664e-07,2068771
20200806_10-Q_edgar_data_1585689_0001585689-20-000149_1.txt,1.2925436820884612e-07,1.211468059456577e-07,1532382
20200806_10-Q_edgar_data_1590955_0001564590-20-037741_1.txt,7.518270610881434e-08,7.549156352571447e-08,1340686
20200806_10-Q_edgar_data_1739940_0001739940-20-000017_1.txt,9.615635948505098e-08,5.998229739110491e-08,3025939
20200806_10-Q_edgar_data_1755672_0001755672-20-000021_1.txt,1.679874761496218e-07,1.1744216402813755e-07,2529023
20200806_10-Q_edgar_data_18926_0000018926-20-000022_1.txt,1.6821033783436816e-07,1.0665124025530333e-07,1811838
20200806_10-Q_edgar_data_31462_0001558370-20-009506_1.txt,4.8513754803789203e-08,3.027721902666829e-08,3807125
20200806_10-Q_edgar_data_320335_0000320335-20-000039_1.txt,5.783808879223753e-08,5.0309161784396164e-08,3571743
20200806_10-Q_edgar_data_354908_0000354908-20-000085_1.txt,2.24648778362395e-07,1.555857827284903e-07,1175600
20200806_10-Q_edgar_data_36104_0001193125-20-211979_1.txt,1.8476576218222303e-07,3.0266635201146475e-07,4155019
20200806_10-Q_edgar_data_4447_0001628280-20-011992_1.txt,5.4034571359172614e-08,1.518227667548979e-07,1507119
20200806_10-Q_edgar_data_4904_0000004904-20-000062_1.txt,7.261520857307449e-08,6.691558340269774e-08,9066100
20200806_10-Q_edgar_data_49826_0000049826-20-000099_1.txt,1.5895721670727188e-07,1.423818635628332e-07,812133
20200806_10-Q_edgar_data_58492_0000058492-20-000021_1.txt,1.4433394975767537e-07,1.0618045687051024e-07,2315516
20200806_10-Q_edgar_data_59558_0000059558-20-000041_1.txt,4.3374512404848496e-08,3.9082998248428867e-08,11173227
20200806_10-Q_edgar_data_746515_0001564590-20-037383_1.txt,9.751533462625342e-08,9.377096461063753e-08,1186488
20200806_10-Q_edgar_data_75677_0001564590-20-037372_1.txt,8.998882485674182e-08,7.228709410475206e-08,2037068
20200806_10-Q_edgar_data_759944_0000759944-20-000082_1.txt,1.4725874849391478e-07,1.0213234198208798e-07,4108810
20200806_10-Q_edgar_data_764622_0000764622-20-000060_1.txt,2.5358138465287215e-07,2.358538649847133e-07,2469079
20200806_10-Q_edgar_data_766704_0000766704-20-000050_1.txt,5.678965754952799e-08,5.4675763018972234e-08,3006534
20200806_10-Q_edgar_data_78003_0000078003-20-000060_1.txt,2.3274397636638347e-07,1.8195865745110682e-07,3942440
20200806_10-Q_edgar_data_783325_0000107815-20-000246_1.txt,1.1399914717911529e-07,1.140192225657024e-07,2971496
20200806_10-Q_edgar_data_798354_0000798354-20-000020_1.txt,9.186949125900937e-08,8.55850625682961e-08,1917735
20200806_10-Q_edgar_data_813828_0000813828-20-000040_1.txt,2.5621520640301825e-07,1.2810229306938888e-07,1950148
20200806_10-Q_edgar_data_815094_0001564590-20-037706_1.txt,1.296682106236388e-07,1.0384233929182049e-07,1796217
20200806_10-Q_edgar_data_818479_0000818479-20-000037_1.txt,2.9299769108368196e-07,1.8629612404020023e-07,1763213
20200806_10-Q_edgar_data_821189_0000821189-20-000040_1.txt,7.022805097887594e-08,1.7335798244442085e-07,1337568
20200806_10-Q_edgar_data_849399_0000849399-20-000007_1.txt,3.0209397277061896e-07,1.6761786018843525e-07,1548135
20200806_10-Q_edgar_data_851968_0000851968-20-000075_1.txt,1.2551382514791715e-07,8.833523915920008e-08,2430970
20200806_10-Q_edgar_data_865752_0001104659-20-091376_1.txt,7.853683839365809e-08,1.9688615907059665e-07,1959600
20200806_10-Q_edgar_data_874761_0000874761-20-000050_1.txt,1.0714975000381416e-07,1.0911403830741298e-07,3249657
20200806_10-Q_edgar_data_878927_0001564590-20-037340_1.txt,1.1608921630112652e-07,1.0030355727677957e-07,572836
20200806_10-Q_edgar_data_882095_0000882095-20-000019_1.txt,3.7203174505682194e-07,2.165036924958727e-07,2129110
20200806_10-Q_edgar_data_916365_0000916365-20-000154_1.txt,9.052596456001556e-08,6.493852800068801e-08,925878
20200806_10-Q_edgar_data_927628_0000927628-20-000242_1.txt,2.323873486628659e-07,1.227113655843638e-07,5592178
20200807_10-K_edgar_data_1137789_0001137789-20-000057_1.txt,2.40991578030226e-07,1.6975263642598746e-07,2815650
20200807_10-K_edgar_data_319201_0000319201-20-000047_1.txt,1.709028858137733e-07,1.2911919761754068e-07,3463008
20200807_10-Q_edgar_data_1001082_0001558370-20-009801_1.txt,3.483515575221489e-07,2.2062849864387447e-07,2465129
20200807_10-Q_edgar_data_1002910_0001002910-20-000128_1.txt,1.0072693108859505e-07,5.4764424518383e-08,3928743
20200807_10-Q_edgar_data_1037540_0001656423-20-000036_1.txt,6.883673814018825e-08,8.586020064076082e-08,2843896
20200807_10-Q_edgar_data_1050915_0001050915-20-000100_1.txt,2.932794949089084e-07,2.0773050016207918e-07,2133230
20200807_10-Q_edgar_data_1060391_0001060391-20-000057_1.txt,1.4518582991129702e-07,1.2364282880469628e-07,1954092
20200807_10-Q_edgar_data_1086222_0001086222-20-000198_1.txt,1.9149843681902303e-07,1.3972916217351885e-07,1212811
20200807_10-Q_edgar_data_1099219_0001099219-20-000287_1.txt,1.2686427600589534e-07,9.830843904672427e-08,7418814
20200807_10-Q_edgar_data_1110803_0001110803-20-000051_1.txt,6.810768103207192e-08,7.798657468085323e-08,1200503
20200807_10-Q_edgar_data_1267238_0001267238-20-000040_1.txt,7.641169633562238e-08,8.694691771089323e-08,2724295
20200807_10-Q_edgar_data_1688568_0001688568-20-000058_1.txt,3.4062968675540465e-07,2.1693465645265022e-07,2171952
20200807_10-Q_edgar_data_1757898_0001757898-20-000022_1.txt,1.6451976841125054e-07,1.087573069024315e-07,1167918
20200807_10-Q_edgar_data_316709_0000316709-20-000045_1.txt,2.202647708580888e-07,1.5230201217782927e-07,3219627
20200807_10-Q_edgar_data_352915_0001564590-20-038367_1.txt,2.724616694230333e-07,1.7418349729936074e-07,2346211
20200807_10-Q_edgar_data_35527_0000035527-20-000077_1.txt,2.1661360395875082e-07,9.670549827952477e-08,6465994
20200807_10-Q_edgar_data_4281_0000004281-20-000160_1.txt,2.389553391829775e-07,1.0592267700597131e-07,1738197
20200807_10-Q_edgar_data_68505_0000068505-20-000020_1.txt,5.4650159034686175e-08,4.1622664770132725e-08,1902597
20200807_10-Q_edgar_data_712515_0000712515-20-000068_1.txt,1.4647338661942062e-07,1.1854776368010509e-07,1644038
20200807_10-Q_edgar_data_719739_0000719739-20-000055_1.txt,1.3299744327461465e-07,1.1213123846568086e-07,6477708
20200807_10-Q_edgar_data_720005_0000720005-20-000041_1.txt,8.838065642183544e-08,7.230819611351861e-08,4871338
20200807_10-Q_edgar_data_72741_0000072741-20-000020_1.txt,1.7420735050313687e-07,9.11973700340519e-08,3220983
20200807_10-Q_edgar_data_740260_0000740260-20-000135_1.txt,6.425612344143216e-08,8.102779405285693e-08,1927701
20200807_10-Q_edgar_data_831259_0000831259-20-000032_1.txt,8.682376162653697e-08,1.1318289470290193e-07,2755149
20200807_10-Q_edgar_data_879101_0001437749-20-017012_1.txt,3.914594625982217e-07,2.934950687483438e-07,1385670
20200807_10-Q_edgar_data_886982_0001193125-20-212201_1.txt,1.8550873270786065e-07,4.0873804187935867e-07,7786767
20200807_10-Q_edgar_data_898173_0001558370-20-009976_1.txt,2.533261872253605e-07,1.6282611717328746e-07,974241
20200807_10-Q_edgar_data_9389_0001558370-20-009904_1.txt,8.211286132349246e-08,7.009352844804176e-08,1986940
20200810_10-K_edgar_data_1754301_0001564590-20-038975_1.txt,1.397049977227151e-07,1.0379684644735206e-07,4320894
20200810_10-Q_edgar_data_1040971_0001040971-20-000022_1.txt,5.1762785616511157e-08,6.480239040708869e-08,3200646
20200810_10-Q_edgar_data_1048286_0001628280-20-012272_1.txt,2.466233552028397e-07,1.4151269741911835e-07,1352719
20200810_10-Q_edgar_data_1063761_0001558370-20-010195_1.txt,7.794842668804238e-08,7.436307055784827e-08,2460981
20200810_10-Q_edgar_data_1067983_0001564590-20-038544_1.txt,6.065688035689966e-08,6.619367526990354e-08,3743906
20200810_10-Q_edgar_data_1095073_0001095073-20-000035_1.txt,1.4161725544243725e-07,7.400877288978093e-08,3779636
20200810_10-Q_edgar_data_1175454_0001175454-20-000033_1.txt,1.1350979903816136e-07,1.0295418133257055e-07,1682066
20200810_10-Q_edgar_data_1297996_0001558370-20-009992_1.txt,6.271912853657567e-08,6.149415431656832e-08,3447593
20200810_10-Q_edgar_data_1326160_0001326160-20-000201_1.txt,1.0028754824232633e-07,8.447988348226825e-08,6509098
20200810_10-Q_edgar_data_1378946_0001628280-20-012315_1.txt,1.6647279869359062e-07,6.238263063428074e-08,4195399
20200810_10-Q_edgar_data_1513761_0001558370-20-010131_1.txt,2.2796069792324934e-07,1.4201060248661609e-07,1624402
